"Data ID","Data SKU","Data Name","Data Published","Data Modified","Category","Attribute: Publisher","Attribute: Pubdate"
"7027","TM_BAND321_SUMMER_CAST_1999","LandSat Thematic Mapper Bands 321 Summer 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 2001"
"7026","TM_BAND321_SPRING_CAST_1999","LandSat Thematic Mapper Bands 321 Spring 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 2001"
"7025","TM_BAND321_FALL_CAST_1999","LandSat Thematic Mapper Bands 321 Fall 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","December 01, 2000"
"7024","ORTHO_DOQQ_USGS1994","Statewide Ortho 1994 (raster)","16/10/2014","20/11/2014","Data>Imagery","USGS Library in CA","December 04, 2001"
"7023","ORTHO_DOQQ_USGS_1994","Statewide Ortho Metadata 1994 (polygon)","16/10/2014","16/10/2014","Data>Imagery","USGS Library in CA","January 01, 2002"
"7022","ADOP2_COUNTY_MOSAICS_RGB_MRSID_FOOTPRINT","Statewide Natural Color Ortho 2006 (raster)","16/10/2014","01/12/2014","Data>Imagery","Arkansas Geographic Information Office","January 01, 2007"
"7021","ADOP2_COUNTY_MOSAICS_CIR_MRSID_FOOTPRINT","Statewide Color Infra-Red Ortho 2006 (raster)","16/10/2014","01/12/2014","Data>Imagery","Arkansas Geographic Information Office","January 01, 2007"
"7020","ADOP_COUNTY_MOSAIC_MRSID_20to1_FOOTPRINT","Statewide Ortho 2000 (raster)","16/10/2014","01/12/2014","Data>Imagery","Arkansas Geographic Information Office","May 08, 2002"
"7019","ORTHO_DOQQ_ASLIB_2000","Statewide Ortho Metadata 2000 (polygon)","16/10/2014","16/10/2014","Data>Imagery","","2001"
"7018","LULC_SUMMER_CAST2004","Land Use Land Cover Summer 2004 (raster)","16/10/2014","20/11/2014","Data>Imagery","","r , Octo"
"7017","LULC_SUMMER_CAST_1999","Land Use Land Cover Summer 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Bruce Gorham Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 Phone: (501) 575-6159","June 30, 2001"
"7016","LULC_SPRING_CAST2004","Land Use Land Cover Spring 2004 (raster)","16/10/2014","20/11/2014","Data>Imagery","","October 31, 2005"
"7015","LULC_SPRING_CAST_1999","Land Use Land Cover Spring 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Bruce Gorham Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 Phone: (501) 575-6159","June 30, 2001"
"7014","LULC_FALL_CAST2006","Land Use Land Cover Fall 2006 (raster)","16/10/2014","20/11/2014","Data>Imagery","","March 20, 2007"
"7013","LULC_FALL_CAST2004","Land Use Land Cover Fall 2004 (raster)","16/10/2014","20/11/2014","Data>Imagery","","October 31, 2005"
"7012","LULC_FALL_CAST_1999","Land Use Land Cover Fall 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Bruce Gorham Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 Phone: (501) 575-6159","June 30, 2001"
"7011","LANDCOVER_GAP_100_HA_CAST1993","Landcover GAP 100HA 1993 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 1998"
"7010","LANDCOVER_GAP_40HA_CAST_1993","Landcover GAP 40HA 1993 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 1998"
"7009","LANDCOVER_GAP_10HA_CAST_1993","Landcover GAP10HA 1993 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 1998"
"7008","LANDCOVER_GAP_2HA_CAST_1993","Landcover GAP2HA 1993 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 1998"
"7007","LANDCOVER_30M_NLCD_USGS_1992","Landcover 30M 1992 (raster)","16/10/2014","20/11/2014","Data>Imagery","U.S. Geological Survey EROS Data Center","January 01, 1999"
"7006","LANDCOVER_30M_CAST_1993","Landcover GAP 30M 1993 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 1998"
"7005","LANDCOVE_GAP_100_HA_CAST1993","Landcover GAP100HA 1993 (polygon)","16/10/2014","16/10/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 1998"
"7004","DRG_250K_USGS","250K Digital Raster Graphic (raster)","16/10/2014","20/11/2014","Data>Imagery","U.S. Geological Survey EROS Data Center","January 01, 2003"
"7003","DRG_100K_USGS","100K Digital Raster Graphic (raster)","16/10/2014","20/11/2014","Data>Imagery","U.S. Geological Survey","January 01, 2000"
"7002","DRG_24K_USGS","24K Digital Raster Graphic (raster)","16/10/2014","20/11/2014","Data>Imagery","U.S. Geological Survey EROS Data Center","January 01, 2002"
"7001","DRG_24K_METADATA_USGS","24K Digital Raster Graphic- Metadata (polygon)","16/10/2014","16/10/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (479) 575-6159 info@cast.uark.edu","January 01, 2002"
"7000","DRG_24K_HSHADE","24K Digital Raster Graphic- Hillshade (raster)","16/10/2014","20/11/2014","Data>Imagery","","September 01, 2005"
"6999","VETERANS_AFFAIRS_SERVICES_ADH","Veteran Affairs Service (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","September 01, 2010"
"6998","RURAL_HEALTH_CLINICS_ADH","Rural Health Clinic (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","March 16, 2011"
"6997","LONG_TERM_CARE_FACILITIES_ADH","Long Term Care Facility (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","September 01, 2010"
"6996","LOCAL_HEALTH_UNITS_ADH","Local Health Unit (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","September 01, 2010"
"6995","HOSPITALS_ADH","Hospital (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","April 07, 2011"
"6994","HOSPITAL_RELATED_SERVICES_ADH","Health Facility Services (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","April 07, 2011"
"6993","HELIPORTS_ADH","Heliport (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","September 01, 2010"
"6991","HEALTH_REGIONS_ADH","Health Region (polygon)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","September 01, 2010"
"6990","EMERG_MEDICAL_SERVICES_AHD1","Emergency Medical Service (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","September 24, 2010"
"6989","COMMUNITY_HEALTH_CENTERS_ADH","Community Health Center (point)","16/10/2014","16/10/2014","Data>Health","Arkansas Department of Health","September 01, 2010"
"6988","GEOLOGYMAP_QUAD_FOOTPRINT_ARGS","Digital Geologic Map File Footprints","16/10/2014","16/10/2014","Data>Geoscientific","Arkansas Geological Survey","9/, 2009"
"6987","GEOLOGY_USGS","Preliminary Integrated Geologic Map (polygon)","16/10/2014","16/10/2014","Data>Geoscientific","U.S. Geological Survey","February 12, 2014"
"6986","GEOLOGY_AAS_1976","Geology 1976 (polygon)","16/10/2014","16/10/2014","Data>Geoscientific","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","December 31, 1989"
"6985","REG_2_UAA_SEGMENTS_ADEQ","Use Attainability Analysis Segments (line)","16/10/2014","16/10/2014","Data>Environment","","August 26, 2008"
"6984","REG_2_TROUT_STREAMS_ADEQ","Trout Streams (line)","16/10/2014","16/10/2014","Data>Environment","Arkansas Department of Environmental Quality","n, Unkn"
"6983","REG_2_TROUT_LAKES_ADEQ","Trout Lakes (polygon)","16/10/2014","16/10/2014","Data>Environment","Arkansas Department of Environmental Quality","n, Unkn"
"6982","REG_2_NSW_WATERWAYS_ADEQ","Natural and Scenic Waterways (line)","16/10/2014","16/10/2014","Data>Environment","Arkansas Department of Environmental Quality","2, Augu"
"6981","REG_2_ESW_WATERBODIES_ADEQ","Ecologically Sensitive Waterbodies (polygon)","16/10/2014","16/10/2014","Data>Environment","Arkansas Department of Environmental Quality","n, Unkn"
"6980","REG_2_ESW_STREAMS_ADEQ","Ecologically Sensitive Streams (line)","16/10/2014","16/10/2014","Data>Environment","Arkansas Department of Environmental Quality","September 20, 2012"
"6979","REG_2_ERW_SEGMENTS_ADEQ","Extraordinary Resource Waters Segments (line)","16/10/2014","16/10/2014","Data>Environment","Arkansas Department of Environmental Quality","April 07, 2014"
"6978","REG_2_ERW_LAKES_ADEQ","Extraordinary Resource Waters Lakes (polygon)","16/10/2014","16/10/2014","Data>Environment","","n, Unkn"
"6977","PERMIT_SITES_ADEQ","Enviromental Permitted Site (point)","16/10/2014","16/10/2014","Data>Environment","DEPARTMENT OF ENVIRONMENTAL QUALITY","May 10, 2006"
"6976","OZARKNFS_INTREST_AREAS_NFS","Ozark National Forest Special Intrest Area (polygon)","16/10/2014","16/10/2014","Data>Environment","Ozark-St. Francis National Forest","September 01, 2005"
"6975","NUTRIENT_SURPLUS_AREAS_ANRC","Nutrient Surplus Area (polygon)","16/10/2014","16/10/2014","Data>Environment","Arkansas Natural Resources Commission (formerly AR Soil and Water Cons. Comm.)","May 01, 2005"
"6974","LAND_RESOURCE_AREAS_NRCS_1994","Land Resource Area 1994 (line)","16/10/2014","16/10/2014","Data>Environment","U.S. Department of Agriculture, Natural Resources Conservation Service","December 31, 1994"
"6973","INSPECTOR_DST_WATER_ADEQ","Water Districts (polygon)","16/10/2014","16/10/2014","Data>Environment","DEPARTMENT OF ENVIRONMENTAL QUALITY","July 24, 2008"
"6972","INSPECTOR_DST_SOLID_WASTE_ADEQ","Solid Waste Districts (polygon)","16/10/2014","16/10/2014","Data>Environment","DEPARTMENT OF ENVIRONMENTAL QUALITY","July 24, 2008"
"6971","INSPECTOR_DST_RST_ADEQ","Regulated Storage Tanks Division Districts (polygon)","16/10/2014","16/10/2014","Data>Environment","DEPARTMENT OF ENVIRONMENTAL QUALITY","July 24, 2008"
"6970","INSPECTOR_DST_AIR_ADEQ","Air Division Districts (polygon)","16/10/2014","16/10/2014","Data>Environment","DEPARTMENT OF ENVIRONMENTAL QUALITY","July 24, 2008"
"6969","FACILITIES_ADEQ","Enviromental Facility (point)","16/10/2014","16/10/2014","Data>Environment","DEPARTMENT OF ENVIRONMENTAL QUALITY","May 10, 2006"
"6968","ENGINEER_INST_CONTROL_ADEQ","ADEQ Engineering Institutional Controls","16/10/2014","16/10/2014","Data>Environment","North Little Rock, Arkansas","August 16, 2010"
"6967","ECOREGIONS_EPA_2004","Ecoregions Level III and IV 2004 (polygon)","16/10/2014","16/10/2014","Data>Environment","","2004"
"6966","ECOREGION_PORTFOLIO_SITES_TNC","Functional Conservation Areas Across Ecoregions (polygon)","16/10/2014","16/10/2014","Data>Environment","AR Nature Conservancy","June 01, 2006"
"6965","V_DEM_STATEWIDE_2006","2006 Five Meter Resolution Digital Elevation Model Footprint
                        (polygon)","16/10/2014","16/10/2014","Data>Elevation","","2001"
"6964","LIDAR_FOOTPRINTS","Availability of Lidar","16/10/2014","16/10/2014","Data>Elevation","Arkansas Geographic Information Office","March 24, 2011"
"6963","HYPSOGRAPHY_USGS_1990","Hypsography 1990 (line)","16/10/2014","16/10/2014","Data>Elevation","Earth Science Information Center, U.S. Geological Survey 507 National Center Reston, VA USA 20192","January 01, 1999"
"6962","HILLSHADE_STATEWIDE_2006","2006 Five Meter Resolution Hillshade Model (raster)","16/10/2014","16/10/2014","Data>Elevation","Arkansas Geographic Information Office","January 01, 2007"
"6961","HILLSHADE_NED_USGS_1999","National Digital Elevation Dataset Hillshade 1999 (raster)","16/10/2014","16/10/2014","Data>Elevation","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","January 01, 1999"
"6960","HILLSHADE_3ARCSEC_DMA_2000","Hillshade 3 Arc Second 2000 (raster)","16/10/2014","16/10/2014","Data>Elevation","National Imaging and Mapping Agency","January 01, 2000"
"6959","DSM_STATEWIDE__2006","Five Meter Resolution Autocorrelated Digital Surface Model (raster)","16/10/2014","16/10/2014","Data>Elevation","Arkansas Geographic Information Office","January 01, 2007"
"6958","DEM_STATEWIDE_2006","2006 Five Meter Resolution Digital Elevation Model (raster)","16/10/2014","16/10/2014","Data>Elevation","Arkansas Geographic Information Office","January 01, 2007"
"6957","DEM_OZARK_NATIONAL_FOREST_2003","Ozark National Forest Digital Elevation Model 2003 (raster)","16/10/2014","16/10/2014","Data>Elevation","USDA Forest Service, Southern Region","September 16, 2002"
"6956","DEM_NED_30M_USGS_1999","National Elevation Dataset 1999 (raster)","16/10/2014","16/10/2014","Data>Elevation","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","January 01, 1999"
"6955","DEM_LIDAR_NW_AR_2004_FLOAT","NWA Lidar Digital Elevation Model- Float 2004 (raster)","16/10/2014","16/10/2014","Data>Elevation","","January 31, 2005"
"6954","DEM_LIDAR_NW_AR_2004","NWA Lidar Digital Elevation Model 2004 (raster)","16/10/2014","16/10/2014","Data>Elevation","","January 31, 2005"
"6953","CONTOUR_CITY_HOT_SPRINGS_2006","City of Hot Springs Contours (line)","16/10/2014","16/10/2014","Data>Elevation","EarthData International","May 31, 2007"
"6952","WEIGHT_PERMIT_STATION_AHTD","Weigh Permit Station (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6951","WATERSUPPLY_TANKSTANDPIPE_AHTD","Tank and Standpipe Water Supply (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6950","TRANSP_FEATURES_GNIS_USGS","Transportation Feature (point)","16/10/2014","13/11/2014","Data>Transportation","","May 01, 1981"
"6949","TRAILER_PARKS_AHTD","Trailer Park (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6948","TRACTS_TIGER_2000","Census Tract 2000 (polygon)","16/10/2014","16/10/2014","Data>Society","","January 01, 2000"
"6947","TRACTS_2010","Tracts 2010 Census","16/10/2014","13/11/2014","Data>Society","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Branch","2010"
"6946","TOWN_HALLS_COURTHOUSES_AHTD","Town Hall or Courthouse (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6945","STRUCTURES_GNIS_USGS","Structure (point)","16/10/2014","13/11/2014","Data>Structure","","May 01, 1981"
"6944","SENATE_DST_CENSUS","AR Senate Districts- 2010 Census","16/10/2014","13/11/2014","Data>Boundaries","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2010"
"6943","SCHOOL_DST_CENSUS","School District- 2010 Census","16/10/2014","28/10/2014","Data>Boundaries","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2010"
"6942","SCENIC_SITE_OVERLOOKS_AHTD","Scenic Site Overlook (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6941","SAWMILLS_AHTD","Sawmill (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6940","RADIO_TELEVISION_STATION_AHTD","Radio or TV Station (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6939","QUARRIES_AHTD","Quarry (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6938","POWER_SUBSTATIONS_AHTD","Power Substation (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6937","POWER_PLANTS_AHTD","Power Plant (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6936","PLANT_NURSERIES_AHTD","Plant Nursery (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6935","PLACES_CENSUS","Places- 2010 Census","16/10/2014","28/10/2014","Data>Society","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2010"
"6934","PICNIC_GROUNDS_AHTD","Picnic Ground (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6933","OBSERVATION_LOOKOUT_TOWER_AHTD","Observation Tower (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6932","NATIONAL_REGISTER_NHP","National Register Properties (point)","16/10/2014","16/10/2014","Data>Society","Arkansas Historic Preservation Program","March 10, 2010"
"6931","MUSEUMS_GENERAL_AHTD","Museum General (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6930","LIBRARIES_AHTD","Libraries (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2012"
"6929","LANDFORMS_GNIS_USGS","Landform (point)","16/10/2014","28/10/2014","Data>Location","","May 01, 1981"
"6928","HOUSE_DST_CENSUS","AR House District- 2010 Census","16/10/2014","13/11/2014","Data>Boundaries","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2010"
"6927","HISTORICAL_FEATURES_GNIS","Historical Feature (point)","16/10/2014","28/10/2014","Data>Location","","May 01, 1981"
"6926","HISTORIC_MONUMENTS_AHTD","Historical Monument (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6925","GRAVEL_PITS_AHTD","Gravel Pit (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6924","GRAIN_ELEVATORS_AHTD","Grain Elevator (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6923","GNIS_ALL_USGS","Geographic Names Information System (point)","16/10/2014","28/10/2014","Data>Location","","May 01, 1981"
"6922","FOREST_RANGER_STATIONS_AHTD","Forest Ranger Station (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6921","FISH_HATCHERIES_AHTD","Fish Hatchery (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6920","FAIRGROUNDS_SPEEDWAY_AHTD","Fairground or Speedway (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6919","FACTORIES_PLANTS_AHTD","Factory or Plant (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6918","DRIVE_IN_THEATRES_AHTD","Drive in Theater (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2012"
"6917","DAMS_W_LOCKS_AHTD","Dam with Lock (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6916","CULTURAL_FEATURES_GNIS_USGS","Cultural Feature (point)","16/10/2014","28/10/2014","Data>Location","","May 01, 1981"
"6915","COUNTY_STATE_PRISONS_AHTD","County and State Prisons (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6914","COUNTY_BOUNDARY_CENSUS","County Boundary- 2010 Census","16/10/2014","16/10/2014","Data>Society","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2010"
"6913","CONGRESSIONAL_DST_111_CENSUS","111th Congressional Districts- 2010 Census","16/10/2014","28/10/2014","Data>Boundaries","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2010"
"6912","COMMUNITIES_GNIS_USGS","Communities (point)","16/10/2014","28/10/2014","Data>Location","","May 01, 1981"
"6911","CITY_HALL_AHTD","City Hall (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6910","CHURCHES_AHTD","Church (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6909","CHURCH_CEMETERY_ADJACENT_AHTD","Church Adjacent Cemetery (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6908","CHICKEN_HOUSES_AHTD","Chicken House (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6907","CEMETERIES_AHTD","Cemetery (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6906","CAMPS_LODGES_AHTD","Camp or Lodge (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6905","BUSINESS_ESTABLISHMENTS_AHTD","Business Establishment (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6904","BOAT_RAMPS_AHTD","Boat Ramp (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6903","BOAT_DOCKS_PIERS_AHTD","Boat Dock or Pier (point)","16/10/2014","13/11/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6902","BLOCKS_TIGER_2010","Blocks &#8211; 2010 Census","16/10/2014","16/10/2014","Data>Society","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2010"
"6901","BLOCKS_TIGER_2000","Census Block 2000 (polygon)","16/10/2014","16/10/2014","Data>Society","U. S. Bureau of the Census Washington DC 20233 www.census.gov","January 01, 2001"
"6900","BLOCK_GROUPS_TIGER_2000","Census Block Group 2000 (polygon)","16/10/2014","16/10/2014","Data>Society","U. S. Bureau of the Census Washington DC 20233 www.census.gov","January 01, 2000"
"6899","28b59f74d42c","Block Groups 2010 Census","16/10/2014","16/10/2014","Uncategorized","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Branch","2010"
"6898","ARMORIES_AHTD","Armories (point)","16/10/2014","28/10/2014","Data>Structure","Arkansas State Highway and Transportation Department","January 05, 2007"
"6897","APARTMENTS_MOTELS_AHTD","Apartment or Motel (point)","16/10/2014","28/10/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6896","ANTENNA_MAST_AHTD","Antenna Mast (point)","16/10/2014","28/10/2014","Data>Structure","Arkansas State Highway and Transportation Department","August 29, 2006"
"6895","ALL_AHTD","All Cultural Feature (point)","16/10/2014","16/10/2014","Data>Society","Arkansas State Highway and Transportation Department","August 01, 2005"
"6894","AIRPORTS_AHTD","Airport (point)","16/10/2014","28/10/2014","Data>Transportation","Arkansas State Highway and Transportation Department","August 29, 2006"
"6893","ADMIN_FEATURES_GNIS_USGS","Administrative Features (point)","16/10/2014","28/10/2014","Data>Location","","May 01, 1981"
"6892","BLOCKS_TIGER_2005v1","Census Block 2005 First Edition (polygon)","16/10/2014","13/11/2014","Data>Society","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2005"
"6891","PUBLIC_LAND_BOUNDARIES_AHTD","Public Land Boundary (polygon)","16/10/2014","16/10/2014","Data>Planning-Cadastre","Arkansas State Highway and Transportation Department","August 29, 2006"
"6890","PLSS_TOWNSHIPS_BLM","PLSS: Townships, BLM","16/10/2014","16/10/2014","Data>Planning-Cadastre","","June 10, 2014"
"6889","PLSS_SURVEYSYSTEM_BLM","PLSS: Survey System, BLM","16/10/2014","16/10/2014","Data>Planning-Cadastre","","June 10, 2014"
"6888","PLSS_SPECIALSURVEY_BLM","PLSS: Special Survey, BLM","16/10/2014","16/10/2014","Data>Planning-Cadastre","","June 10, 2014"
"6887","PLSS_POINTS_BLM","PLSS: Corner Points, BLM","16/10/2014","16/10/2014","Data>Planning-Cadastre","","June 10, 2014"
"6886","PLSS_METADATAGLANCE_BLM","PLSS: Metadata Glance, BLM","16/10/2014","16/10/2014","Data>Planning-Cadastre","","June 10, 2014"
"6885","PLSS_INTERSECTED_BLM","PLSS: Intersected, BLM","16/10/2014","16/10/2014","Data>Planning-Cadastre","","June 10, 2014"
"6884","PLSS_FIRSTDIVISION_BLM","PLSS: First Division- Sections, BLM","16/10/2014","16/10/2014","Data>Planning-Cadastre","","June 10, 2014"
"6883","PARCEL_POLYGON_CAMP","Parcel Polygon- County Assessor Mapping Program (polygon)","16/10/2014","17/11/2014","Data>Planning-Cadastre","Arkansas Geographic Information Office","July 03, 2014"
"6882","PARCEL_CENTROID_CAMP","Parcel Centroid- County Assessor Mapping Program (point","16/10/2014","16/10/2014","Data>Planning-Cadastre","Arkansas Geographic Information Office","July 03, 2014"
"6881","OZARKNFS_OWNERSHIP","Ozark National Forest Service Ownership (polygon)","16/10/2014","16/10/2014","Data>Planning-Cadastre","Ozark-St. Francis National Forest","May 27, 2014"
"6880","OWNERSHIP_GAP100K_CAST_1995","Ownership 1995 (polygon)","16/10/2014","16/10/2014","Data>Planning-Cadastre","Center for Advanced Spatial Technologies (CAST)","April 01, 1996"
"6879","MANAGEMENT_GAP100K_CAST_1995","Management 1995 (polygon)","16/10/2014","16/10/2014","Data>Planning-Cadastre","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","April 01, 1996"
"6878","LAT_LONG_LINES_AHTD_2000","Latitude and Longitude Grid 2000 (line)","16/10/2014","16/10/2014","Data>Planning-Cadastre","Arkansas State Highway and Transportation Department","January 01, 2001"
"6877","GLO_PLATS_STATEWIDE","GLO Plats Statewide","16/10/2014","16/10/2014","Data>Planning-Cadastre","","September 18, 2013"
"6876","VALUATIONS_CODES_ACD","Soil Map for Property Tax Assessment (polygon)","16/10/2014","16/10/2014","Data>Farming","Arkansas Assessment Coordination Department","August 25, 2014"
"6875","STATSGO_SOILS","STATSGO Soils (polygon)","16/10/2014","16/10/2014","Data>Farming","U.S. Department of Agriculture, Natural Resources Conservation Service Federal Building, Room 5804 700 West Capitol Little Rock, AR 72201 (501) 324-5410","December 31, 1994"
"6872","GSSURGO_SURVEYAREAS","gSSURGO SurveyAreas FY 2013","14/12/2014","15/12/2014","Data>Farming","U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center","November 20, 2012"
"6871","GSSURGO_READY2MAP_SW","gSSURGO Ready2map SW FY 2013","16/10/2014","16/10/2014","Data>Farming","U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center","November 20, 2012"
