"Data ID","Data SKU","Data Name","Permalink","Data URL","Description","Data Published","Data Modified","Category","Tag","Featured Image","Attribute: Publisher","Attribute: Pubdate"
"7079","MILE_MARKER_AHTD","Mile Marker Post","http://dev.geostor.org/?product=mile-marker-post","http://dev.geostor.org/?product=mile-marker-post","<strong>Mile Marker Post</strong>

The State Highway LRS system consists of the Interstate, U.S. and State                         Highways of Arkansas. Each point represents a Mile Marker reading on stated                         routes..

[Keywords:  transportation Mile Marker LRS logmile log mile ahtd ]","16/10/2014","16/10/2014","Data>Transportation","","http://dev.geostor.org/wp-content/uploads/2014/10/TRANSP.DBO_.MILE_MARKER_AHTD.jpg","AHTD","August 20, 2010"
"7078","INTERMODAL_TERMINALS_BTS_1998","Intermodal Terminal (point)","http://dev.geostor.org/?product=intermodal-terminal-point","http://dev.geostor.org/?product=intermodal-terminal-point","<strong>Intermodal Terminal (point)</strong>

Data available online through GeoStor at                         http://www.geostor.arkansas.gov. The subject file represents the Arkansas                         portion of the Intermodal Terminal Facilities data set contains geographic                         data for trailer-on-flatcar (TOFC) and container-on-flatcar (COFC)                         highway-rail and/or rail-water transfer facilities in Arkansas. The                         locations of TOFC/COFC facilities were determined using available facility                         address information and MapExpert, a commercial nationwide digital map                         database and software package, and recording the longitude/latitude of the                         approximate center of the facility. Facility locations are not bound to any                         current or previous highway, railway, or waterway network models. After                         completing topological and attribute verification using ARC/INFO, the data                         was extracted and reformatted into the BTS ACSII format. The scale and                         resolution of this data set and source data are unknown.

[Keywords:  transportation ]","16/10/2014","16/10/2014","Data>Transportation","","http://dev.geostor.org/wp-content/uploads/2014/10/TRANSP.DBO_.INTERMODAL_TERMINALS_BTS_1998.jpg","Bureau of Transportation Statistics","January 01, 1999"
"7077","HIGHWAY_LINEAR_REF_SYSTEM_AHTD","Highway Linear Referencing System (line)","http://dev.geostor.org/?product=highway-linear-referencing-system-line","http://dev.geostor.org/?product=highway-linear-referencing-system-line","<strong>Highway Linear Referencing System (line)</strong>

The State Highway LRS system consists of the Interstate, U.S. and State                         Highways of Arkansas. Each segment of the LRS file is attributed with the                         District, County, Route, Section and LogMile information collected within                         AHTD.

[Keywords:  transportation paved blacktop state highway highways interstate road                         interstates united states highway us highway state highway ar highway hwy us                         hwy ar hwy linear referencing system lrs ahtd ]","16/10/2014","16/10/2014","Data>Transportation","","http://dev.geostor.org/wp-content/uploads/2014/10/TRANSP.DBO_.HIGHWAY_LINEAR_REF_SYSTEM_AHTD.jpg","Arkansas Geographic Information Office","June 18, 2014"
"7076","FUNCTIONAL_CLASS_AHTD","Functional Class- AHTD","http://dev.geostor.org/?product=functional-class-ahtd","http://dev.geostor.org/?product=functional-class-ahtd","<strong>Functional Class- AHTD</strong>

This data set contains Functional Classification roads for the State of                         Arkansas per the Arkansas Highway and Transportation Department (AHTD). This                         file should only be used as a graphical representation and for general                         reporting. Field verification and source contact should always occur prior                         to financial planning taking place. Functional classification is the process                         by which streets and highways are grouped into classes, or systems,                         according to the character of service they are intended to provide. Basic to                         this process is the recognition that individual roads and streets do not                         serve travel independently in any major way. Rather, most travel involves                         movement through a network of roads. It becomes necessary then to determine                         how this travel can be channelized within the network in a logical and                         efficient manner. Functional classification defines the nature of this                         channelization process by defining the part that any particular road or                         street should play in serving the flow of trips through a highway                         network.

[Keywords:  Functional Class Classification ahtd ]","16/10/2014","16/10/2014","Data>Transportation","","http://dev.geostor.org/wp-content/uploads/2014/10/TRANSP.DBO_.FUNCTIONAL_CLASS_AHTD.jpg","","February 13, 2012"
"7075","AVG_DAY_TRAFFIC_AHTD","Average Daily Traffic Count (line)","http://dev.geostor.org/?product=average-daily-traffic-count-line","http://dev.geostor.org/?product=average-daily-traffic-count-line","<strong>Average Daily Traffic Count (line)</strong>

ADT is the dataset holding all of the Average Daily Traffic data                         available for the State Highway System for the year intended. Not all of the                         State Highway routes have ADT recorded for every year. Some years, only                         portions of the state had recorded data.

[Keywords:  transportation ]","16/10/2014","16/10/2014","Data>Transportation","","http://dev.geostor.org/wp-content/uploads/2014/10/TRANSP.DBO_.AVG_DAY_TRAFFIC_AHTD.jpg","Arkansas State Highway and Transportation Department","September 19, 2006"
"7074","AMTRAK_STATIONS_BTS_1998","Amtrak Station (point)","http://dev.geostor.org/?product=amtrak-station-point","http://dev.geostor.org/?product=amtrak-station-point","<strong>Amtrak Station (point)</strong>

Data available online through GeoStor at                         http://www.geostor.arkansas.gov. The subject file represents the Arkansas                         portion of the Amtrak Stations database, a geographic data set containing                         Amtrak intercity railroad passenger terminals in the United States and                         Canada. Attribute data include services and passenger amenities provided at                         the station.

[Keywords:  transportation train station stations railroad ]","16/10/2014","16/10/2014","Data>Transportation","","http://dev.geostor.org/wp-content/uploads/2014/10/TRANSP.DBO_.AMTRAK_STATIONS_BTS_1998.jpg","Bureau of Transportation Statistics","January 01, 1999"
"7073","STATE_FACILITIES_ADEM","State Owned or Leased Facility (point)","http://dev.geostor.org/?product=state-owned-or-leased-facility-point","http://dev.geostor.org/?product=state-owned-or-leased-facility-point","<strong>State Owned or Leased Facility (point)</strong>

Data available online through GeoStor at                         http://www.geostor.arkansas.gov. This file contains location information for                         State owned and leased facilities in the State of Arkansas.

[Keywords:  structure emergency state building facilities ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.STATE_FACILITIES_ADEM.jpg","Arkansas Department of Emergency Management","April 01, 2008"
"7072","SITUS_ADDRESS_PT","SITUS Address Points","http://dev.geostor.org/?product=situs-address-points","http://dev.geostor.org/?product=situs-address-points","<strong>SITUS Address Points</strong>

This dataset contains address points which represent physical address                         locations assigned by the county addressing authority. This base data serves                         a variety of public functions that include index layer for address                         match/geocoding applications, Streamlines Sales and Tax source jurisdiction                         assignment and as a reference data set to support state and local                         redistricting following the 2010 Census. Attribution for this data set was                         drawn from the URISA/NENA Address Standard. The physical address point file                         only contains address elements. Areas currently included in the data set:                         City of Harrision, City of Hope, City of Jonesboro, City of Paragould, City                         of Cabot, City of Pine Bluff, Baxter, Benton, Bradley, Calhoun, Carroll,                         Chicot, Clark, Cleburne, Cleveland, Columbia, Crawford, Dallas, Desha, Drew,                         Faulkner, Grant, Greene, Hot Spring, Howard, Izard, Jefferson, Johnson,                         Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Madison, Marion,                         Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Perry, Poinsett,                         Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian,                         Sharp, Stone, Union, Van Buren, Washington, White, Woodruff,                         Yell

[Keywords:  structure society APF situs address addresses physical mail geocode City                         of Harrison, City of Hope, City of Jonesboro, Baxter, Benton, Bradley,                         Calhoun, Carroll, Clark, Cleburne, Cleveland, Columbia, Crawford, Drew,                         Faulkner, Grant, Greene, Jefferson, Johnson, Lawrence, Lincoln, Little                         River, Logan, Madison, Marion, Miller, Mississippi, Monroe, Montgomery,                         Nevada, Perry, Poinsett, Pope, Pulaski, Saline, Scott, Searcy, Sebastian,                         Stone, Union, Van Buren, Washington, White, Woodruff, Yell ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.SITUS_ADDRESS_PT.jpg","Arkansas Geographic Information Office","September 29, 2014"
"7071","RURAL_BUILDINGS_AHTD","Rural Building (point)","http://dev.geostor.org/?product=rural-building-point","http://dev.geostor.org/?product=rural-building-point","<strong>Rural Building (point)</strong>

This file contains location information for rural buildings in the                         State of Arkansas. These locations were extracted from the Arkansas Highway                         and Transportation Department county mapping files.

[Keywords:  structure farming ahtd ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.RURAL_BUILDINGS_AHTD.jpg","Arkansas State Highway and Transportation Department","May 21, 2014"
"7070","ROMAN_CATHOLIC_CHURCHES","Large Roman Catholic Church (point)","http://dev.geostor.org/?product=large-roman-catholic-church-point","http://dev.geostor.org/?product=large-roman-catholic-church-point","<strong>Large Roman Catholic Church (point)</strong>

Roman Catholic Churches In Large Cities in Arkansas This dataset                         includes buildings where Roman Catholics gather for organized worship in                         cities with a population of 50,000 people or more. Roman Catholic Churches                         are Christian Churches that are subject to the papal authority in Rome. In                         addition to what are commonly thought of as Roman Catholic Churches, this                         data set also includes Newman (or Neumann) Centers and Chaldean Churches.                         Newman Centers are Roman Catholic Churches setup specifically to serve                         college or university populations. The Chaldean Church (also known as the                         Chaldean Church of Babylon) reunited with the Catholic Church in the 15th                         century. It originated in the Middle East. If a group of Roman Catholics                         gather for organized worship at a location that also serves another                         function, such as a school, these locations are included in this dataset if                         they otherwise meet the criteria for inclusion. Roman Catholic Shrines are                         included if they hold regularly scheduled mass. If a congregation celebrates                         mass at multiple locations, we have tried to include all such locations.                         This dataset excludes churches that are not subject to papal authority in                         Rome. Some churches may refer to themselves as ""Catholic"", and yet not be                         part of the ""Roman"" Catholic Church and these Churches are excluded from                         this dataset. Specifically Protestant Churches and their descendants which                         separated from the Roman Catholic Church beginning in 1517, Eastern Orthodox                         Churches (e.g. Russian, Greek) which separated from the Roman Catholic                         Church in 1054, and Episcopalian (Church of England in America) which                         separated from the Roman Catholic Church in 1534 are excluded. The 22                         ""Eastern Catholic autonomous particular churches"", with the exception of the                         Chaldean Church, are also excluded. These are Churches which are in full                         communion with the Pope in Rome, but which practice their own rites which                         are different from the Western or Latin Roman Catholic Church. This dataset                         excludes rectories. Private homes, even if they are used for formal worship,                         are excluded from this dataset. Locations that are only used for                         administrative purposes are also excluded. This dataset also includes                         original TGS research. All data is non license restricted data. TGS has                         ceased making phone calls to verify information about religious locations.                         Therefore all entities in this dataset were “verified” using alternative                         reference sources, such as topo maps, parcel maps, various sources of                         imagery, and internet research. The [CONTHOW] (contact how) attribute for                         these entities has been set to “ALT REF”. Text fields in this dataset have                         been set to all upper case to facilitate consistent database engine search                         results. All diacritics (e.g. the German umlaut or the Spanish tilde) have                         been replaced with their closest equivalent English character to facilitate                         use with database systems that may not support diacritics. The currentness                         of this dataset is indicated by the [CONTDATE] attribute. Based upon this                         attribute, the oldest record dates from 2007/09/05 and the newest record                         dates from 2007/09/05

[Keywords:  Catholic Church Catholic theological seminaries Catholic World Mission                         Cathedrals Chapels Christian shrines Catholic Church Christian Missions                         structure society ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.ROMAN_CATHOLIC_CHURCHES.jpg","","January 22, 2008"
"7069","PUBLIC_SCHOOLS_DOE","Public School (point)","http://dev.geostor.org/?product=public-school-point","http://dev.geostor.org/?product=public-school-point","<strong>Public School (point)</strong>

The subject file contains location information for 2008-2009 public                         schools (K-12) in the state of Arkansas. The locations were verified by                         Arkansas Department of Education staff and officials in the local                         areas.

[Keywords:  schools high school elementary junior high intermediate middle school                         structure ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.PUBLIC_SCHOOLS_DOE.jpg","","February 05, 2011"
"7068","PROTESTANT_CHURCHES_TGS","Large Protestant Church (point)","http://dev.geostor.org/?product=large-protestant-church-point","http://dev.geostor.org/?product=large-protestant-church-point","<strong>Large Protestant Church (point)</strong>

Large Protestant Churches in Arkansas The Large Protestant Churches                         dataset is composed of any type of building where Protestant Christians                         congregate as an organization to worship. In cases where membership or                         attendance figures were available, churches were selected for inclusion that                         had 750 or more members or attendees. In cases where such figures were not                         available, churches were selected based upon the population of the city that                         appears in their address. In this case, only churches in cities with 100,000                         or more population were included. The Protestant Churches dataset should not                         include Non Christian, Roman Catholic, Eastern Orthodox, Russian Orthodox,                         Greek Orthodox and related churches of their descendants that split from the                         Roman Catholic church. Also not included in this dataset are homes of church                         representatives, schools and any type of administrative buildings. This                         dataset is comprised entirely of non licensed restricted data that was                         obtained through TGS original research. TGS has ceased making phone calls to                         verify information about religious locations. Therefore all entities in this                         dataset were “verified” using alternative reference sources, such as topo                         maps, parcel maps, various sources of imagery, and internet research. The                         [CONTHOW] (contact how) attribute for these entities has been set to “ALT                         REF”. The text fields in this dataset have been set to all upper case to                         facilitate consistent database engine search results. Non printable and                         control characters were removed from all text fields. All diacritics (e.g.                         the German umlaut or the Spanish tilde) have been replaced with their                         closest equivalent English character. This was done to facilitate using this                         dataset with database systems that may not support such characters. The                         currentness of this dataset is indicated by the [CONTDATE] attribute. Based                         upon this attribute, the oldest record dates from 2007/09/12 and the newest                         record dates from 2007/11/09

[Keywords:  Protestant churches Chapels Missionary Church Protestant Church Christian                         Protestant church buildings structure society ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.PROTESTANT_CHURCHES_TGS.jpg","","January 22, 2008"
"7067","PRIVATE_SCHOOLS_DOE_2001","Private School (point)","http://dev.geostor.org/?product=private-school-point","http://dev.geostor.org/?product=private-school-point","<strong>Private School (point)</strong>

Data available online through GeoStor at                         http://www.geostor.arkansas.gov. The subject file contains location                         information for private schools in the state of Arkansas. These locations                         were derived from 2001 Department of Education (Common Core of Data) data.                         Attribute information includes school grade level, enrollment, race                         distribution, locale, affiliation, and student/teacher ratio.

[Keywords:  structure school K-12 ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.PRIVATE_SCHOOLS_DOE_2001.jpg","","May 01, 2001"
"7066","POST_OFFICES_AGIO","Post Office (point)","http://dev.geostor.org/?product=post-office-point","http://dev.geostor.org/?product=post-office-point","<strong>Post Office (point)</strong>

United States Postal Service Post Office locations with the State of                         Arkansas and physical address

[Keywords:  structure society Post Offices USPS United States Postal Service US                         Postal Post Office ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.POST_OFFICES_AGIO.jpg","Arkansas Geographic Information Office","April 01, 2006"
"7065","LAW_ENFORCE_TGS","Law Enforcement (point)","http://dev.geostor.org/?product=law-enforcement-point","http://dev.geostor.org/?product=law-enforcement-point","<strong>Law Enforcement (point)</strong>

Law Enforcement Locations in Arkansas Any location where sworn                         officers of a law enforcement agency are regularly based or stationed. Law                         Enforcement agencies ""are publicly funded and employ at least one full-time                         or part-time sworn officer with general arrest powers"". This is the                         definition used by the US Department of Justice - Bureau of Justice                         Statistics (DOJ-BJS) for their Law Enforcement Management and Administrative                         Statistics (LEMAS) survey. Although LEMAS only includes non Federal                         Agencies, this dataset includes locations for Federal, state, local, and                         special jurisdiction law enforcement agencies. Law Enforcement agencies                         include, but are not limited to, municipal police, county sheriffs, state                         police, school police, park police, railroad police, federal law enforcement                         agencies, departments within non law enforcement federal agencies charged                         with law enforcement (e.g. US Postal Inspectors), and cross jurisdictional                         authorities (e.g. Port Authority Police). Although TGS' intention is to only                         include locations associated with agencies that meet the above definition,                         TGS has discovered a few locations that are associated with agencies that                         are not publicly funded. TGS is deleting these locations as we become aware                         of them, but some probably still exist in this dataset. Generally the                         requirements and training for becoming a sworn law enforcement officer are                         set by each state. Law Enforcement agencies themselves are not chartered or                         licensed by their state. County, city and other government authorities                         within each state are generally empowered by their state law to setup or                         disband Law Enforcement agencies. Never the less, the agencies have                         visibility to state level authorities because generally sworn Law                         Enforcement officers must report to the state the agency they are employed                         by. TGS did not verify any state attributes, only the name, physical street                         address, city, state, five digit zip code, phone number and location were                         verified through phone contact. At the request of NGA, text fields in this                         dataset have been set to all upper case to facilitate consistent database                         engine search results. At the request of NGA, all diacritics (e.g. the                         German umlaut or the Spanish tilde) have been replaced with their closest                         equivalent English character to facilitate use with database systems that                         may not support diacritics. The currentness of this dataset is indicated by                         the [CONTDATE] attribute. Based upon this attribute the oldest record dates                         from 09/13/2006 and the newest record dates from 10/24/2006.

[Keywords:  Law Enforcement Police Stations Airport police Border patrols Drug                         enforcement agents Constables Secret service Community policing Transit                         police Indian reservation police School police Military police Military                         police United States. Federal Bureau of Investigation Police training United                         States marshals United States. Bureau of Alcohol, Tobacco, and Firearms                         Police, State Police structure ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.LAW_ENFORCE_TGS.jpg","","March 23, 2010"
"7064","JEWISH_SYNAGOGUES_TGS","Jewish Synagogue (point)","http://dev.geostor.org/?product=jewish-synagogue-point","http://dev.geostor.org/?product=jewish-synagogue-point","<strong>Jewish Synagogue (point)</strong>

Jewish Synagogues in Arkansas The Jewish Synagogues dataset is                         composed of Jewish places of worship and other Jewish religious institutions                         such as Jewish Community Centers. Some Jewish Synagogues were processed                         using information found through internet research and locations were                         determined based upon available sources of ortho imagery (USGS DOQQ's, NAIP,                         and state and local imagery). These records are indicated by a [CONTHOW] of                         ""ALT REF"". All data is non license restricted data. The text fields in this                         dataset have been set to all upper case to facilitate consistent database                         engine search results. All diacritics (e.g. the German umlaut or the Spanish                         tilde) have been replaced with their closest equivalent English character to                         facilitate use with database systems that may not support diacritics. The                         currentness of this dataset is indicated by the [CONTDATE] attribute. Based                         upon this attribute, the oldest record dates from 2007/07/20 and the newest                         record dates from 2007/07/31

[Keywords:  Synagogues Synagogues as community centers Jewish community centers                         Synagogues Organization and administration structure ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.JEWISH_SYNAGOGUES_TGS.jpg","","January 22, 2008"
"7063","FIRE_STATIONS_TGS","Fire Station (point)","http://dev.geostor.org/?product=fire-station-point","http://dev.geostor.org/?product=fire-station-point","<strong>Fire Station (point)</strong>

Fire Stations in Arkansas Any location where fire fighters are                         stationed at, or based out of, or where equipment that such personnel use in                         carrying out their jobs is stored for ready use. Fire Departments not having                         a permanent location are included, in which case their location has been                         depicted in the approximate center of the area served. This dataset includes                         those locations primarily engaged in forest or grasslands fire fighting,                         including fire lookout towers, provided the towers are in current use for                         fire protection purposes. This dataset includes both private and                         governmental entities. Text fields in this dataset have been set to all                         upper case to facilitate consistent database engine search results. All                         diacritics (e.g. the German umlaut or the Spanish tilde) have been replaced                         with their closest equivalent English character to facilitate use with                         database systems that may not support diacritics.

[Keywords:  structure Fire Stations Fire Departments ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.FIRE_STATIONS_TGS.jpg","Techni Graphic Systems, Inc.","March 23, 2010"
"7062","DAMS_ANRC","Dam (point)","http://dev.geostor.org/?product=dam-point","http://dev.geostor.org/?product=dam-point","<strong>Dam (point)</strong>

Locations of Dams in Arkansas as provided to the Arkansas Natural                         Resources Commission by the Army Corp of Engineers. This database represents                         a collection of permitted dam locations in Arkansas. Dams within the State                         of Arkansas fall under a permit process established under Arkansas Code                         15-22-201. All dams with height of 25 or more feet and containing 50                         acre-feet or more of storage at normal pool must have a valid construction                         and operation permit from the Commission, unless they are owned by the                         United States Government. If smaller dams pose a threat to life or property,                         they may also require regulation by the State based on a petition by                         downstream landowners and results of a public hearing. Dams are defined as:                         Any barrier, including one for flood detention, designed to impound liquid                         volumes. This shall not include highway, railroad or other roadway                         embankments, including low water crossings that may temporarily detain                         floodwater, levees designed to prevent inundation by floodwater, or closed                         dikes to temporarily impound liquids in the event of emergencies and those                         barriers not exempt by Sections 701.3 or 701.4 of TITLE VII RULES GOVERNING                         DESIGN AND OPERATION OF DAMS [As Restated October, 1993]

[Keywords:  structure inlandWaters Impoundment Impoundments Dam Dams ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.DAMS_ANRC.jpg","Arkansas Natural Resources Commission","n, Unkn"
"7061","CORRECTIONAL_INSTITUTIONS_TGS","Correctional Institution (point)","http://dev.geostor.org/?product=correctional-institution-point","http://dev.geostor.org/?product=correctional-institution-point","<strong>Correctional Institution (point)</strong>

Jails and Prisons (Correctional Institutions) in Arkansas The Jails and                         Prisons sub-layer is part of the Emergency Law Enforcement Sector and the                         Critical Infrastructure Category. A Jail or Prison consists of any facility                         or location where individuals are regularly and lawfully detained against                         their will. This includes Federal and State prisons, local jails, and                         juvenile detention facilities, as well as law enforcement temporary holding                         facilities. Work camps, including camps operated seasonally, are included if                         they otherwise meet the definition. A Federal Prison is a facility operated                         by the Federal Bureau of Prisons for the incarceration of individuals. A                         State Prison is a facility operated by a state, commonwealth, or territory                         of the US for the incarceration of individuals for a term usually longer                         than 1 year. A Juvenile Detention Facility is a facility for the                         incarceration of those who have not yet reached the age of majority (usually                         18 years). A Local Jail is a locally administered facility that holds                         inmates beyond arraignment (usually 72 hours) and is staffed by municipal or                         county employees. A temporary holding facility, sometimes referred to as a                         ""police lock up"" or ""drunk tank"", is a facility used to detain people prior                         to arraignment. Locations that are administrative offices only are excluded                         from the dataset. This definition of Jails is consistent with that used by                         the Department of Justice (DOJ) in their ""National Jail Census"", with the                         exception of ""temporary holding facilities"", which the DOJ excludes. If the                         facility is enclosed with a fence, wall, or structure with a gate around the                         buildings only, the locations were depicted as ONENTITY at the entrance. If                         the facility's buildings are not enclosed, the locations were depicted as                         ONENTITY on the building or BLOCKFACE on the correct street segment.                         Personal homes, administrative offices and temporary locations are intended                         to be excluded from this dataset, but a few may be included. Personal homes                         of constables may exist due to the fact that many constables work out of                         their home. With the merge of the Law Enforcement and the Correctional                         Institutions datasets, the NAICS Descriptions were assigned based on the                         facility's main function, which were determined by the entity's name,                         facility type, web research and state supplied data. For records where the                         entity's name represents both datasets, the NAICS Description was assigned                         based on the specifications of the dataset the record is assigned to. Text                         fields in this dataset have been set to all upper case to facilitate                         consistent database engine search results. All diacritics (e.g., the German                         umlaut or the Spanish tilde) have been replaced with their closest                         equivalent English character to facilitate use with database systems that                         may not support diacritics. The currentness of this dataset is indicated by                         the [CONTDATE] attribute. Based upon this attribute, the oldest record dates                         from 2006/06/28 and the newest record dates from 2008/02/19

[Keywords:  structure Jails Prisons Juvenile detention homes ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.CORRECTIONAL_INSTITUTIONS_TGS.jpg","TechniGraphics, Inc.","April 07, 2008"
"7060","COLLEGES_COMMUNITY_ADHE_2001","Community College (point)","http://dev.geostor.org/?product=community-college-point","http://dev.geostor.org/?product=community-college-point","<strong>Community College (point)</strong>

Data available online through GeoStor at                         http://www.geostor.arkansas.gov. The subject file contains location                         information for community colleges in the state of Arkansas. These locations                         were derived from 2001 Arkansas Department of Higher Education                         data.

[Keywords:  structure 2 year higher learning ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.COLLEGES_COMMUNITY_ADHE_2001.jpg","Arkansas Department of Higher Education 114 East Capitol Avenue Little Rock, Arkansas 72201 501-371-2000","May 01, 2001"
"7059","COLLEGES_4YR_ADHE_2001","Four Year College (point)","http://dev.geostor.org/?product=four-year-college-point","http://dev.geostor.org/?product=four-year-college-point","<strong>Four Year College (point)</strong>

Data available online through GeoStor at                         http://www.geostor.arkansas.gov. The subject file contains location                         information for four-year universities in the state of Arkansas. These                         locations were derived from 2001 Arkansas Department of Higher Education                         data.

[Keywords:  structure university universities education higher learning ]","16/10/2014","16/10/2014","Data>Structure","","http://dev.geostor.org/wp-content/uploads/2014/10/STRUC.DBO_.COLLEGES_4YR_ADHE_2001.jpg","Arkansas Department of Higher Education 114 East Capitol Avenue Little Rock, Arkansas 72201 501-371-2000","May 01, 2001"
"7058","ZIP9_POINTS","Zip Plus 4","http://dev.geostor.org/?product=zip-plus-4","http://dev.geostor.org/?product=zip-plus-4","<strong>Zip Plus 4</strong>

This dataset contains points which represent the location for each                         ZIP+4® range in Arkansas. This base data serves a variety of public                         functions that include index layer for address match/geocoding applications,                         and Streamlines Sales and Tax source jurisdiction assignment. The location                         of each point was determined by geocoding either the low, high, or mid value                         for each ZIP+4® address range. All attribute data is drawn from the USPS®                         (United States Postal Service®) ZIP+4® product - see also supplementary                         information This information is published by the Arkansas Geographic                         Information Office, an Arkansas State Government Agency, which holds a                         non-exclusive license from the United States Postal Service® to publish the                         information. The price of the PRODUCT or information is neither established,                         controlled, or approved by the United States Postal Service®. Product                         advertisement is neither approved nor endorsed by the United States Postal                         Service®

[Keywords:  location transportation Zip Plus 4 ZIP+4 zip+4 zip zip4 zip9 usps mail                         address zipcode zip code plus 4 ]","16/10/2014","16/10/2014","Data>Location","","http://dev.geostor.org/wp-content/uploads/2014/10/STREAMLINE.DBO_.ZIP9_POINTS.jpg","Arkansas Geographic Information Office","August 15, 2014"
"7057","ZIPCODE_TABULATION_CENSUS_2013","ZIP Code Tabulation Areas 2010 (polygon)","http://dev.geostor.org/?product=zip-code-tabulation-areas-2010-polygon","http://dev.geostor.org/?product=zip-code-tabulation-areas-2010-polygon","<strong>ZIP Code Tabulation Areas 2010 (polygon)</strong>

The TIGER/Line shapefiles and related database files (.dbf) are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line shapefile is designed to stand alone as an independent data set, or they can be combined to cover the entire nation. ZIP Code Tabulation Areas (ZCTAs) are approximate area representations of U.S. Postal Service (USPS) ZIP Code service areas that the Census Bureau creates to present statistical data for each decennial census. The Census Bureau delineates ZCTA boundaries for the United States, Puerto Rico, American Samoa, Guam, the Commonwealth of the Northern Mariana Islands, and the U.S. Virgin Islands once each decade following the decennial census. Data users should not use ZCTAs to identify the official USPS ZIP Code for mail delivery. The USPS makes periodic changes to ZIP Codes to support more efficient mail delivery. The Census Bureau uses tabulation blocks as the basis for defining each ZCTA. Tabulation blocks are assigned to a ZCTA based on the most frequently occurring ZIP Code for the addresses contained within that block. The most frequently occurring ZIP Code also becomes the five-digit numeric code of the ZCTA. These codes may contain leading zeros. Blocks that do not contain addresses but are surrounded by a single ZCTA (enclaves) are assigned to the surrounding ZCTA. Because the Census Bureau only uses the most frequently occurring ZIP Code to assign blocks, a ZCTA may not exist for every USPS ZIP Code. Some ZIP Codes may not have a matching ZCTA because too few addresses were associated with the specific ZIP Code or the ZIP Code was not the most frequently occurring ZIP Code within any of the blocks where it exists. The ZCTA boundaries in this release are those delineated following the 2010 Census.

[Keywords: boundaries Nation Polygon ZIP Code Tabulation Area ZCTA Zip Code ]","16/10/2014","28/10/2014","Data>Location","","","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Branch","2013"
"7056","ZIPCODE_TABULATION_CENSUS_2001","ZIP CODE TABULATION AREAS 2001 (polygon)","http://dev.geostor.org/?product=zip-code-tabulation-areas-2001-polygon","http://dev.geostor.org/?product=zip-code-tabulation-areas-2001-polygon","<strong>ZIP CODE TABULATION AREAS 2001 (polygon)</strong>

A ZIP Code tabulation area (ZCTA) is a statistical geographic entity                         that approximates the delivery area for a U.S. Postal Service five-digit or                         three-digit ZIP Code. ZCTAs are aggregations of census blocks that have the                         same predominant ZIP Code associated with the addresses in the U.S. Census                         Bureau's Master Address File (MAF). Three-digit ZCTA codes are applied to                         large contiguous areas for which the U.S. Census Bureau does not have                         five-digit ZIP Code information in its MAF. ZCTAs do not precisely depict                         ZIP Code delivery areas, and do not include all ZIP Codes used for mail                         delivery.

[Keywords:  location society zip code postal zcta zipcodes ]","16/10/2014","16/10/2014","Data>Location","","http://dev.geostor.org/wp-content/uploads/2014/10/LOCAT.DBO_.ZIPCODE_TABULATION_CENSUS_2001.jpg","","September 08, 2005"
